protein_id	mer_id	pident	evalue	bitscore	merops_clan	merops_family	catalytic_type	is_inhibitor_family	signalp_positive	signal_cleavage_site	has_disqualifying_tm	has_gpi_anchor	is_extracellular	is_cross_ref_confirmed	ref_locus	gene_total_raw	n_rep_ge_min	rna_is_expressed
FCC698BD_007931-T1	MER0015621	56.419	5.03e-113	340.0	S09A	S09.A02	serine	False					False	True	BDV3_002959	12966.0	3.0	True
FCC698BD_000689-T1	MER0022005	53.746	5.65e-113	326.0	M67A	M67.A10	metallo	False					False	True	BDV3_001158	11898.0	3.0	True
FCC698BD_005359-T1	MER0002667	42.793	6.44e-113	337.0	C19	C19.015	cysteine	False					False	True	BDV3_006594	9221.0	3.0	True
FCC698BD_005489-T1	MER0012158	52.286	6.55e-113	340.0	C44	C44.972	cysteine	False					False	True	BDV3_006681	21064.0	3.0	True
FCC698BD_000874-T1	MER0000496	54.849	6.02e-110	343.0	S16	S16.010	serine	False					False	True	BDV3_001353	28778.0	3.0	True
FCC698BD_004657-T1	MER0001604	53.584	9.61e-109	331.0	S08B	S08.A55	serine	False	True	26.0	True	False	False	True	BDV3_005972	3987.0	3.0	True
FCC698BD_006708-T1	MER0064643	45.921	2.27e-108	319.0	M24X	M24.978	metallo	False					False	True	BDV3_001919	21960.0	3.0	True
FCC698BD_001303-T1	MER0005496	64.257	1.88e-107	327.0	M41	M41.007	metallo	False					False	True	BDV3_000306	13766.0	3.0	True
FCC698BD_006966-T1	MER0004373	68.812	7.559999999999999e-106	302.0	T01A	T01.A02	threonine	False					False	True	BDV3_002156	17530.0	3.0	True
FCC698BD_007203-T1	MER0004372	69.951	2.4800000000000003e-105	301.0	T01A	T01.974	threonine	False					False	True	BDV3_002334	20052.0	3.0	True
FCC698BD_001149-T1	MER0016542	56.071	3.57e-105	317.0	M24B	M24.A04	metallo	False					False	True	BDV3_000142	14212.0	3.0	True
FCC698BD_005148-T1	MER0000431	50.161	9.959999999999999e-104	303.0	S33	S33.001	serine	False					False	True	BDV3_006399	9701.0	3.0	True
FCC698BD_007539-T1	MER0004310	51.466	1.31e-103	317.0	C19	C19.092	cysteine	False					False	True	BDV3_002622	2922.0	3.0	True
FCC698BD_003606-T1	MER0002694	35.484	3.2000000000000003e-103	325.0	C19	C19.104	cysteine	False					False	True	BDV3_005060	6502.0	3.0	True
FCC698BD_007829-T1	MER0011493	65.686	2.5799999999999998e-101	291.0	T01A	T01.A06	threonine	False					False	True	BDV3_002860	25589.0	3.0	True
FCC698BD_002661-T1	MER0001013	58.704	2.64e-101	305.0	M01	M01.004	metallo	False					False	True	BDV3_004242	6405.0	3.0	True
FCC698BD_003419-T1	MER0012158	46.724	3.46e-100	307.0	C44	C44.972	cysteine	False					False	True	BDV3_004884	46978.0	3.0	True
FCC698BD_006604-T1	MER0019759	65.086	3.62e-100	309.0	M01	M01.A25	metallo	False					False	True	BDV3_001837	25013.0	3.0	True
FCC698BD_003011-T1	MER0024824	44.828	4.67e-99	303.0	C19	C19.A71	cysteine	False					False	True	BDV3_004568	3330.0	3.0	True
FCC698BD_006717-T1	MER0045886	57.143	4.85e-98	293.0	C26	C26.957	cysteine	False					False	True	BDV3_001928	19400.0	3.0	True
FCC698BD_000952-T1	MER0005690	57.787	5.13e-98	286.0	M24A	M24.A06	metallo	False					False	True	BDV3_001429	777.0	3.0	True
FCC698BD_002210-T1	MER0064621	43.784	4.81e-95	290.0	C19	C19.972	cysteine	False					False	True	BDV3_003845	1418.0	3.0	True
FCC698BD_006376-T1	MER0006046	63.874	1.69e-93	271.0	S14	S14.A02	serine	False					False	True	BDV3_001630	1676.0	3.0	True
FCC698BD_004317-T1	MER0012130	40.741	1.3899999999999999e-89	283.0	C19	C19.035	cysteine	False					False	True	BDV3_005712	1361.0	3.0	True
FCC698BD_006055-T1	MER0013997	44.479	5.98e-89	280.0	A01A	A01.068	aspartic	False					False	True	BDV3_007148	1932.0	3.0	True
FCC698BD_006024-T1	MER0013997	44.172	8.839999999999999e-89	280.0	A01A	A01.068	aspartic	False					False	True	BDV3_007119	1131.0	3.0	True
FCC698BD_007536-T1	MER0000410	48.454	1.21e-88	288.0	S09A	S09.010	serine	False					False	True	BDV3_002619	33164.0	3.0	True
FCC698BD_006025-T1	MER0000944	42.901	3.31e-88	274.0	A01A	A01.010	aspartic	False					False	True	BDV3_007120	124.0	3.0	True
FCC698BD_006056-T1	MER0000944	42.901	3.45e-88	274.0	A01A	A01.010	aspartic	False					False	True	BDV3_007149	456.0	3.0	True
FCC698BD_004788-T1	MER0001710	61.702	1.04e-87	253.0	T01A	T01.983	threonine	False					False	True	BDV3_006097	9913.0	3.0	True
FCC698BD_001499-T1	MER0001795	28.188	5.95e-87	295.0	C19	C19.010	cysteine	False					False	True	BDV3_000498	7358.0	3.0	True
FCC698BD_002293-T1	MER0004996	63.874	1.9e-86	252.0	T01X	T01.A11	threonine	False					False	True	BDV3_003925	20549.0	3.0	True
FCC698BD_005620-T1	MER0001229	62.069	2.33e-86	261.0	M16B	M16.003	metallo	False					False	True	BDV3_006808	32462.0	3.0	True
FCC698BD_005636-T1	MER0001884	39.416	3.44e-86	283.0	C19	C19.011	cysteine	False					False	True	BDV3_006822	7215.0	3.0	True
FCC698BD_000243-T1	MER0114503	48.758	1.78e-85	263.0	C14B	C14.045	cysteine	False					False	True	BDV3_000685	6528.0	3.0	True
FCC698BD_001868-T1	MER0002646	44.444	1.4499999999999999e-84	259.0	M48A	M48.003	metallo	False					False	True	BDV3_003526	18899.0	3.0	True
FCC698BD_003578-T1	MER0000554	57.692	3.19e-84	247.0	T01A	T01.973	threonine	False					False	True	BDV3_005031	19833.0	3.0	True
FCC698BD_001026-T1	MER0001645	59.162	4.73e-84	244.0	T01A	T01.010	threonine	False					False	True	BDV3_001511	18075.0	3.0	True
FCC698BD_004268-T1	MER0000836	50.0	1.22e-83	246.0	C12	C12.003	cysteine	False					False	True	BDV3_005666	3354.0	3.0	True
FCC698BD_005495-T1	MER0001218	58.738	1.31e-83	265.0	M16A	M16.008	metallo	False					False	True	BDV3_006687	5709.0	3.0	True
FCC698BD_007361-T1	MER0004439	38.653	2.7699999999999996e-82	263.0	C19	C19.018	cysteine	False					False	True	BDV3_002486	3947.0	3.0	True
FCC698BD_004417-T1	MER0005118	55.505	8.13e-81	255.0	M41	M41.027	metallo	False					False	True	BDV3_005776	6668.0	3.0	True
FCC698BD_005573-T1	MER0000338	49.291	1.54e-79	246.0	S08A	S08.056	serine	False	True	19.0	False	True	False	True	BDV3_006762	103299.0	3.0	True
FCC698BD_004963-T1	MER0013463	47.547	2.5600000000000002e-79	248.0	M24B	M24.026	metallo	False					False	True	BDV3_006227	2075.0	3.0	True
FCC698BD_001889-T1	MER0001248	49.027	3.1200000000000004e-79	243.0	M24B	M24.007	metallo	False					False	True	BDV3_003547	15980.0	3.0	True
FCC698BD_001358-T1	MER0037714	47.51	4.7300000000000006e-79	244.0	M38	M38.981	metallo	False					False	True	BDV3_000358	4965.0	3.0	True
FCC698BD_000554-T1	MER0100371	51.442	4.87e-79	246.0	C83	C83.A02	cysteine	False					False	True	BDV3_001010	489.0	3.0	True
FCC698BD_001497-T1	MER0019759	51.046	3.0400000000000003e-77	250.0	M01	M01.A25	metallo	False					False	True	BDV3_000494	10440.0	3.0	True
FCC698BD_006719-T1	MER0047611	56.731	1.04e-76	229.0	T01A	T01.995	threonine	False					False	True	BDV3_001930	21493.0	3.0	True
FCC698BD_004884-T1	MER0045094	54.872	6.77e-74	238.0	C26	C26.959	cysteine	False					False	True	BDV3_006177	2360.0	3.0	True
FCC698BD_003688-T1	MER0004247	47.28	6.99e-73	232.0	M49	M49.004	metallo	False					False	True	BDV3_005139	11412.0	3.0	True
FCC698BD_005322-T1	MER0004504	51.77	1.74e-71	228.0	S09B	S09.008	serine	False					False	True	BDV3_006564	12286.0	3.0	True
FCC698BD_002512-T1	MER0001711	49.261	1.79e-71	215.0	T01A	T01.987	threonine	False					False	True	BDV3_004117	25936.0	3.0	True
FCC698BD_002622-T1	MER0000549	58.642	3.96e-71	213.0	T01A	T01.976	threonine	False					False	True	BDV3_004202	26562.0	3.0	True
FCC698BD_006967-T1	MER0014970	45.552	1.52e-70	231.0	S16	S16.006	serine	False					False	True	BDV3_002157	8639.0	3.0	True
FCC698BD_000270-T1	MER0142407	43.144	1.83e-70	235.0	M16C	M16.A17	metallo	False					False	True	BDV3_000710	7544.0	3.0	True
FCC698BD_007830-T1	MER0000551	51.042	1.1399999999999999e-69	209.0	T01A	T01.986	threonine	False					False	True	BDV3_002861	29629.0	3.0	True
FCC698BD_002834-T1	MER0013561	38.801	2.59e-69	219.0	C54	C54.003	cysteine	False					False	True	BDV3_004402	4752.0	3.0	True
FCC698BD_002183-T1	MER0099998	57.459	1.07e-68	211.0	C86	C86.001	cysteine	False					False	True	BDV3_003818	1992.0	3.0	True
FCC698BD_002036-T1	MER0000410	46.186	2.99e-68	228.0	S09A	S09.010	serine	False					False	True	BDV3_003684	7333.0	3.0	True
FCC698BD_001282-T1	MER0015670	30.745	4.69e-68	239.0	C19	C19.A03	cysteine	False					False	True	BDV3_000282	6281.0	3.0	True
FCC698BD_004205-T1	MER0114503	41.558	7.92e-67	212.0	C14B	C14.045	cysteine	False					False	True	BDV3_005601	38781.0	3.0	True
FCC698BD_005248-T1	MER0036069	39.931	5.99e-65	205.0	S33	S33.A38	serine	False					False	True	BDV3_006499	1358.0	3.0	True
FCC698BD_000310-T1	MER0010982	29.876	1.0800000000000001e-64	230.0	C50	C50.001	cysteine	False					False	True	BDV3_000751	7836.0	3.0	True
FCC698BD_002361-T1	MER0026545	40.075	2.29e-64	203.0	M48C	M48.018	metallo	False					False	True	BDV3_003990	419.0	3.0	True
FCC698BD_002346-T1	MER0026545	40.075	2.67e-64	203.0	M48C	M48.018	metallo	False					False	True	BDV3_003977	82.0	3.0	True
FCC698BD_002229-T1	MER0005999	30.238	5.5000000000000006e-64	210.0	S10	S10.A46	serine	False					False	True	BDV3_003862	2087.0	3.0	True
FCC698BD_001123-T1	MER0011785	36.333	1.06e-63	206.0	S33	S33.009	serine	False					False	True	BDV3_000120	12306.0	3.0	True
FCC698BD_006891-T1	MER1251407	43.165	1.36e-63	208.0	C121	C121.002	cysteine	False					False	True	BDV3_002087	2549.0	3.0	True
FCC698BD_000244-T1	MER0114503	39.812	4.96e-63	204.0	C14B	C14.045	cysteine	False					False	True	BDV3_000686	10803.0	3.0	True
FCC698BD_004435-T1	MER0030317	31.789	6.8699999999999995e-62	217.0	C19	C19.978	cysteine	False					False	True	BDV3_005784	2265.0	3.0	True
FCC698BD_005236-T1	MER0000557	75.214	1.33e-61	186.0	T01A	T01.971	threonine	False					False	True	BDV3_006487	27346.0	3.0	True
FCC698BD_002357-T1	MER0003297	70.548	4.01e-60	198.0	S01D	S01.434	serine	False					False	True	BDV3_003986	3722.0	3.0	True
FCC698BD_006997-T1	MER0017242	37.918	2.85e-59	187.0	S09X	S09.A35	serine	False					False	True	BDV3_002185	4303.0	3.0	True
FCC698BD_004418-T1	MER0025110	73.913	5.45e-59	186.0	M67C	M67.A14	metallo	False					False	True	BDV3_005777	1895.0	3.0	True
FCC698BD_005506-T1	MER1054226	36.441	1.54e-56	199.0	C115	C115.001	cysteine	False					False	True	BDV3_006696	2777.0	3.0	True
FCC698BD_002359-T1	MER0005227	32.75	1.8600000000000002e-56	196.0	A22A	A22.014	aspartic	False					False	True	BDV3_003988	12988.0	3.0	True
FCC698BD_002991-T1	MER0122922	51.479	7.6e-56	183.0	C48	C48.A18	cysteine	False					False	True	BDV3_004546	2624.0	3.0	True
FCC698BD_006508-T1	MER0031610	39.044	2.2999999999999998e-55	180.0	S33	S33.976	serine	False					False	True	BDV3_001749	10654.0	3.0	True
FCC698BD_000560-T1	MER0033179	50.273	2.5999999999999997e-54	184.0	M14D	M14.028	metallo	False					False	True	BDV3_001017	1163.0	3.0	True
FCC698BD_005555-T1	MER0030133	38.745	4.3399999999999996e-54	175.0	M67X	M67.974	metallo	False					False	True	BDV3_006744	3232.0	3.0	True
FCC698BD_006530-T1	MER0000408	42.342	5.1899999999999997e-54	183.0	S09C	S09.004	serine	False					False	True	BDV3_001769	2705.0	3.0	True
FCC698BD_007302-T1	MER0030134	66.667	2.3999999999999998e-52	165.0	M67A	M67.973	metallo	False					False	True	BDV3_002429	9529.0	3.0	True
FCC698BD_002441-T1	MER0026495	37.218	5.95e-52	180.0	M24X	M24.974	metallo	False					False	True	BDV3_004066	7286.0	3.0	True
FCC698BD_001202-T1	MER0011348	56.618	8.799999999999999e-52	158.0	S26B	S26.023	serine	False					False	True	BDV3_000196	22545.0	3.0	True
FCC698BD_003808-T1	MER0064620	32.938	1.67e-51	183.0	C19	C19.068	cysteine	False					False	True	BDV3_005234	2666.0	3.0	True
FCC698BD_001292-T1	MER0005542	36.149	7.71e-51	168.0	C12	C12.A05	cysteine	False					False	True	BDV3_000293	1470.0	3.0	True
FCC698BD_008247-T1	MER0000410	39.37	8.8e-51	177.0	S09A	S09.010	serine	False					False	True	BDV3_003165	396.0	3.0	True
FCC698BD_008253-T1	MER0000410	39.37	9.23e-51	177.0	S09A	S09.010	serine	False					False	True	BDV3_003168	114.0	3.0	True
FCC698BD_008179-T1	MER0030081	63.793	2.96e-50	162.0	A28A	A28.A06	aspartic	False					False	True	BDV3_003127	3364.0	3.0	True
FCC698BD_004907-T1	MER0000410	36.232	1.03e-49	172.0	S09A	S09.010	serine	False					False	True	BDV3_006191	1076.0	3.0	True
FCC698BD_002143-T1	MER0003297	59.184	1.29e-48	166.0	S01D	S01.434	serine	False					False	True	BDV3_003776	2990.0	3.0	True
FCC698BD_007790-T1	MER0215799	43.814	3.31e-48	159.0	M80	M80.A01	metallo	False					False	True	BDV3_002822	1114.0	3.0	True
FCC698BD_005605-T1	MER0000865	28.049	6.5e-47	174.0	C19	C19.003	cysteine	False					False	True	BDV3_006793	712.0	3.0	True
FCC698BD_005298-T1	MER0061068	36.9	6.88e-47	157.0	M38	M38.A02	metallo	False					False	True	BDV3_006544	2882.0	3.0	True
FCC698BD_001586-T1	MER0004834	34.066	2.9199999999999998e-46	167.0	C19	C19.013	cysteine	False					False	True	BDV3_000588	248.0	3.0	True
FCC698BD_003336-T1	MER0034964	30.597	2.57e-44	158.0	S12	S12.A17	serine	False					False	True	BDV3_004806	26871.0	3.0	True
FCC698BD_000502-T1	MER0060642	42.857	4.09e-44	147.0	M76	M76.001	metallo	False					False	True	BDV3_000955	899.0	3.0	True
FCC698BD_004979-T1	MER0066916	40.0	5.51e-44	144.0	C26	C26.A32	cysteine	False					False	True	BDV3_006239	2195.0	3.0	True
FCC698BD_007027-T1	MER0002676	50.694	7.99e-44	140.0	T01A	T01.984	threonine	False					False	True	BDV3_002214	12163.0	3.0	True
FCC698BD_003574-T1	MER0323972	46.667	8.97e-44	151.0	C97	C97.A01	cysteine	False					False	True	BDV3_005027	22002.0	3.0	True
FCC698BD_007155-T1	MER0004834	35.447	1.3e-43	159.0	C19	C19.013	cysteine	False					False	True	BDV3_002303	160.0	3.0	True
FCC698BD_001975-T1	MER0028330	48.428	2.4100000000000003e-43	148.0	S01C	S01.329	serine	False					False	True	BDV3_003623	5212.0	3.0	True
FCC698BD_001172-T1	MER0044622	41.748	3.3500000000000003e-43	154.0	C26	C26.A25	cysteine	False					False	True	BDV3_000167	14019.0	3.0	True
FCC698BD_004119-T1	MER0020214	43.396	5.17e-43	151.0	S59	S59.A07	serine	False					False	True	BDV3_005519	23148.0	3.0	True
FCC698BD_003979-T1	MER0021887	54.167	1.4499999999999998e-42	147.0	M67A	M67.005	metallo	False					False	True	BDV3_005390	3009.0	3.0	True
FCC698BD_000122-T1	MER0004528	37.696	1.94e-42	152.0	S54	S54.952	serine	False					False	True	BDV3_000141	4709.0	3.0	True
FCC698BD_003702-T1	MER0029056	35.294	2.36e-42	144.0	C65	C65.001	cysteine	False					False	True	BDV3_005153	3789.0	3.0	True
FCC698BD_001968-T1	MER0037181	37.705	2.98e-42	153.0	M28A	M28.019	metallo	False					False	True	BDV3_003616	18897.0	3.0	True
FCC698BD_000249-T1	MER0208659	33.218	3.5899999999999994e-42	148.0	S33	S33.A57	serine	False					False	True	BDV3_000691	13406.0	3.0	True
FCC698BD_000548-T1	MER0000553	59.459	1.53e-41	135.0	T01A	T01.977	threonine	False					False	True	BDV3_001004	17441.0	3.0	True
FCC698BD_007096-T1	MER0037869	32.012	7.8e-40	145.0	A01A	A01.088	aspartic	False	True	21.0	False	True	False	True	BDV3_002262	18553.0	3.0	True
FCC698BD_005676-T1	MER0000413	34.016	3.49e-38	135.0	S10	S10.007	serine	False					False	True	BDV3_006860	2801.0	3.0	True
FCC698BD_003193-T1	MER0001911	38.605	7.77e-38	139.0	M28X	M28.A05	metallo	False					False	True	BDV3_004700	8464.0	3.0	True
FCC698BD_007094-T1	MER0037869	33.856	9.13e-38	137.0	A01A	A01.088	aspartic	False	True	23.0	False	True	False	True	BDV3_002260	73999.0	3.0	True
FCC698BD_003552-T1	MER0208659	32.872	1.6200000000000001e-37	137.0	S33	S33.A57	serine	False					False	True	BDV3_005007	4456.0	3.0	True
FCC698BD_002904-T1	MER0000914	29.661	2.57e-36	133.0	A01A	A01.A69	aspartic	False	True	19.0	False	True	False	True	BDV3_004466	2348.0	3.0	True
FCC698BD_001297-T1	MER0054124	30.714	1.72e-35	132.0	C02A	C02.026	cysteine	False					False	True	BDV3_000299	436.0	3.0	True
FCC698BD_007493-T1	MER0011032	35.122	3.73e-35	120.0	C15	C15.010	cysteine	False					False	True	BDV3_002575	1672.0	3.0	True
FCC698BD_003102-T1	MER0081097	31.884	4.83e-35	130.0	A01A	A01.093	aspartic	False	True	27.0	False	True	False	True	BDV3_004646	1099.0	3.0	True
FCC698BD_008049-T1	MER0957411	47.244	6.01e-35	120.0	C85	C85.009	cysteine	False					False	True	BDV3_003018	436.0	3.0	True
FCC698BD_004022-T1	MER0957411	47.244	6.07e-35	120.0	C85	C85.009	cysteine	False					False	True	BDV3_005427	490.0	3.0	True
FCC698BD_000239-T1	MER0027217	31.642	9.87e-35	132.0	A22B	A22.A03	aspartic	False	True	15.0	True	False	False	True	BDV3_000680	1669.0	3.0	True
