protein_id	mer_id	pident	evalue	bitscore	merops_clan	merops_family	catalytic_type	is_inhibitor_family	signalp_positive	signal_cleavage_site	has_disqualifying_tm	has_gpi_anchor	is_extracellular	is_cross_ref_confirmed	ref_locus	gene_total_raw	n_rep_ge_min	rna_is_expressed
F61BA062_017923-T1	MER0006285	43.935	7.979999999999999e-94	290.0	M36	M36.002	metallo	False	True	29.0	False	False	True	False				False
F61BA062_016033-T1	MER0001400	42.063	8.12e-94	292.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010837	0.0	0.0	False
F61BA062_007817-T1	MER0006285	42.175	8.18e-94	293.0	M36	M36.002	metallo	False	True	17.0	False	False	True	False				False
F61BA062_002488-T1	MER0006285	43.501	9.399999999999999e-94	290.0	M36	M36.002	metallo	False	True	29.0	False	False	True	False				False
F61BA062_012415-T1	MER0006285	43.432	9.94e-94	290.0	M36	M36.002	metallo	False	True	29.0	False	False	True	True	BSLG_010734	1.0	0.0	False
F61BA062_009956-T1	MER0006285	43.548	1.36e-93	290.0	M36	M36.002	metallo	False	True	29.0	False	False	True	True	BSLG_010765	0.0	0.0	False
F61BA062_008533-T1	MER0001400	43.056	1.6499999999999999e-93	289.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_008140-T1	MER0006285	49.329	1.76e-93	291.0	M36	M36.002	metallo	False	True	19.0	False	False	True	True	BSLG_010835	5.0	0.0	False
F61BA062_002489-T1	MER0006285	43.883	5.2699999999999995e-93	288.0	M36	M36.002	metallo	False	True	29.0	False	False	True	False				False
F61BA062_004459-T1	MER0001400	48.611	5.28e-93	287.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_015580-T1	MER0006285	43.768	5.97e-93	287.0	M36	M36.002	metallo	False	True	19.0	False	False	True	True	BSLG_010853	11.0	0.0	False
F61BA062_012903-T1	MER0006285	44.0	6.71e-93	288.0	M36	M36.002	metallo	False	True	29.0	False	False	True	False				False
F61BA062_007156-T1	MER0001400	45.075	7.2599999999999995e-93	288.0	M36	M36.001	metallo	False	True	29.0	False	False	True	False				False
F61BA062_007411-T1	MER0006285	42.473	7.52e-93	288.0	M36	M36.002	metallo	False	True	43.0	False	False	True	False				False
F61BA062_016287-T1	MER0006285	50.53	1.45e-92	289.0	M36	M36.002	metallo	False	True	29.0	False	False	True	True	BSLG_010772	8.0	0.0	False
F61BA062_006165-T1	MER0001400	42.82	1.63e-92	287.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_002250-T1	MER0006285	44.086	2e-92	289.0	M36	M36.002	metallo	False	True	18.0	False	False	True	False				False
F61BA062_002377-T1	MER0006285	41.287	2.79e-92	286.0	M36	M36.002	metallo	False	True	29.0	False	False	True	False				False
F61BA062_011961-T1	MER0006285	43.011	3.4199999999999996e-92	286.0	M36	M36.002	metallo	False	True	29.0	False	False	True	False				False
F61BA062_007168-T1	MER0001400	45.672	4.75e-92	286.0	M36	M36.001	metallo	False	True	29.0	False	False	True	False				False
F61BA062_009957-T1	MER0006285	42.119	7.64e-92	285.0	M36	M36.002	metallo	False	True	29.0	False	False	True	True	BSLG_010798	0.0	0.0	False
F61BA062_007442-T1	MER0006285	42.742	9.199999999999999e-92	289.0	M36	M36.002	metallo	False	True	38.0	False	False	True	False				False
F61BA062_019143-T1	MER0001400	47.917	9.72e-92	284.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010775	13.0	0.0	False
F61BA062_002251-T1	MER0001400	42.564	9.97e-92	289.0	M36	M36.001	metallo	False	True	16.0	False	False	True	False				False
F61BA062_008539-T1	MER0006285	45.238	1.24e-91	284.0	M36	M36.002	metallo	False	True	19.0	False	False	True	False				False
F61BA062_014770-T1	MER0006285	41.582	1.4e-91	286.0	M36	M36.002	metallo	False	True	29.0	False	False	True	False				False
F61BA062_015986-T1	MER0001400	47.811	1.49e-91	286.0	M36	M36.001	metallo	False	True	29.0	False	False	True	False				False
F61BA062_006187-T1	MER0001400	42.706	2.15e-91	284.0	M36	M36.001	metallo	False	True	29.0	False	False	True	False				False
F61BA062_008232-T1	MER0001400	43.2	3.87e-91	283.0	M36	M36.001	metallo	False	True	29.0	False	False	True	False				False
F61BA062_012416-T1	MER0006285	41.351	4.949999999999999e-91	283.0	M36	M36.002	metallo	False	True	29.0	False	False	True	False				False
F61BA062_008184-T1	MER0006285	44.444	5.76e-91	282.0	M36	M36.002	metallo	False	True	19.0	False	False	True	True	BSLG_010761	0.0	0.0	False
F61BA062_002028-T1	MER0001400	48.772	6.29e-91	281.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_011981-T1	MER0001400	45.345	7.51e-91	283.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010721	18.0	0.0	False
F61BA062_002368-T1	MER0001400	48.252	1.11e-90	281.0	M36	M36.001	metallo	False	True	29.0	False	False	True	True	BSLG_010808	0.0	0.0	False
F61BA062_016407-T1	MER0006285	42.857	2.28e-90	281.0	M36	M36.002	metallo	False	True	29.0	False	False	True	True	BSLG_010864	0.0	0.0	False
F61BA062_012694-T1	MER0006285	41.935	3.25e-90	281.0	M36	M36.002	metallo	False	True	29.0	False	False	True	False				False
F61BA062_012028-T1	MER0001400	42.593	3.72e-90	283.0	M36	M36.001	metallo	False	True	29.0	False	False	True	False				False
F61BA062_007549-T1	MER0006285	41.667	4.7999999999999995e-90	281.0	M36	M36.002	metallo	False	True	38.0	False	False	True	False				False
F61BA062_015921-T1	MER0001400	41.27	5.6e-90	282.0	M36	M36.001	metallo	False	True	29.0	False	False	True	True	BSLG_010843	11.0	0.0	False
F61BA062_006260-T1	MER0006285	41.398	9.039999999999999e-90	280.0	M36	M36.002	metallo	False	True	29.0	False	False	True	True	BSLG_010794	27.0	0.0	False
F61BA062_007153-T1	MER0001400	46.875	9.999999999999999e-90	280.0	M36	M36.001	metallo	False	True	29.0	False	False	True	False				False
F61BA062_002376-T1	MER0006285	42.627	2.35e-89	278.0	M36	M36.002	metallo	False	True	29.0	False	False	True	False				False
F61BA062_012812-T1	MER0001400	44.898	4.909999999999999e-89	276.0	M36	M36.001	metallo	False	True	29.0	False	False	True	False				False
F61BA062_002369-T1	MER0001400	40.849	1.42e-88	276.0	M36	M36.001	metallo	False	True	29.0	False	False	True	False				False
F61BA062_012407-T1	MER0001400	46.853	3.16e-88	276.0	M36	M36.001	metallo	False	True	29.0	False	False	True	True	BSLG_010742	0.0	0.0	False
F61BA062_006169-T1	MER0001400	44.012	6.39e-88	275.0	M36	M36.001	metallo	False	True	29.0	False	False	True	False				False
F61BA062_013718-T1	MER0001400	39.683	8.08e-88	276.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_014769-T1	MER0006285	47.987	1.07e-87	278.0	M36	M36.002	metallo	False	True	29.0	False	False	True	False				False
F61BA062_014955-T1	MER0006285	41.398	1.52e-87	273.0	M36	M36.002	metallo	False	True	19.0	False	False	True	False				False
F61BA062_006450-T1	MER0001400	43.36	1.93e-87	273.0	M36	M36.001	metallo	False	True	29.0	False	False	True	False				False
F61BA062_012692-T1	MER0006285	41.129	4.35e-87	273.0	M36	M36.002	metallo	False	True	29.0	False	False	True	False				False
F61BA062_011973-T1	MER0001400	43.544	1.02e-86	271.0	M36	M36.001	metallo	False	True	29.0	False	False	True	False				False
F61BA062_007562-T1	MER0006285	41.667	1.12e-86	272.0	M36	M36.002	metallo	False	True	38.0	False	False	True	False				False
F61BA062_008153-T1	MER0006285	42.602	1.4500000000000001e-86	272.0	M36	M36.002	metallo	False	True	19.0	False	False	True	True	BSLG_004370	29.0	0.0	False
F61BA062_014735-T1	MER0001400	46.875	1.49e-86	271.0	M36	M36.001	metallo	False	True	29.0	False	False	True	False				False
F61BA062_006222-T1	MER0001400	40.318	6.01e-86	270.0	M36	M36.001	metallo	False	True	29.0	False	False	True	True	BSLG_010712	3.0	0.0	False
F61BA062_019367-T1	MER0001400	41.24	1.36e-85	269.0	M36	M36.001	metallo	False	True	29.0	False	False	True	True	BSLG_010747	14.0	0.0	False
F61BA062_019366-T1	MER0001400	40.541	9.17e-85	266.0	M36	M36.001	metallo	False	True	29.0	False	False	True	False				False
F61BA062_017497-T1	MER0001400	48.837	8.96e-84	263.0	M36	M36.001	metallo	False	True	29.0	False	False	True	True	BSLG_010789	0.0	0.0	False
F61BA062_005817-T1	MER0001400	44.286	1.08e-83	265.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010758	4.0	0.0	False
F61BA062_006224-T1	MER0001400	44.108	1.23e-83	263.0	M36	M36.001	metallo	False	True	29.0	False	False	True	True	BSLG_010861	7.0	0.0	False
F61BA062_014927-T1	MER0006285	41.24	1.61e-83	263.0	M36	M36.002	metallo	False	True	29.0	False	False	True	False				False
F61BA062_018068-T1	MER0001400	41.005	3.8999999999999996e-83	264.0	M36	M36.001	metallo	False	True	29.0	False	False	True	True	BSLG_010834	2.0	0.0	False
F61BA062_009051-T1	MER0001400	43.165	7.44e-83	260.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010774	4.0	0.0	False
F61BA062_000157-T1	MER0006285	40.722	1.79e-82	260.0	M36	M36.002	metallo	False	True	29.0	False	False	True	True	BSLG_010706	17.0	0.0	False
F61BA062_013856-T1	MER0006285	45.52	2.5999999999999997e-82	260.0	M36	M36.002	metallo	False	True	29.0	False	False	True	False				False
F61BA062_010790-T1	MER0000941	43.86	9.78e-82	250.0	A01A	A01.018	aspartic	False	True	17.0	False	False	True	False				False
F61BA062_018490-T1	MER0001400	43.214	4.389999999999999e-81	257.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010716	0.0	0.0	False
F61BA062_004929-T1	MER0006285	49.434	5.61e-81	259.0	M36	M36.002	metallo	False	True	29.0	False	False	True	False				False
F61BA062_012406-T1	MER0001400	48.263	5.85e-81	257.0	M36	M36.001	metallo	False	True	29.0	False	False	True	True	BSLG_010735	0.0	0.0	False
F61BA062_006387-T1	MER0006285	40.054	1.6400000000000001e-80	255.0	M36	M36.002	metallo	False	True	29.0	False	False	True	False				False
F61BA062_013174-T1	MER0006285	40.8	2.47e-80	254.0	M36	M36.002	metallo	False	True	29.0	False	False	True	True	BSLG_010851	0.0	0.0	False
F61BA062_012358-T1	MER0006285	42.988	2.54e-80	254.0	M36	M36.002	metallo	False	True	29.0	False	False	True	True	BSLG_010699	14.0	0.0	False
F61BA062_007186-T1	MER0001400	43.929	5.88e-80	254.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010782	1.0	0.0	False
F61BA062_006164-T1	MER0001400	44.792	9.82e-80	252.0	M36	M36.001	metallo	False	True	29.0	False	False	True	False				False
F61BA062_004464-T1	MER0006285	40.909	3.4700000000000005e-79	249.0	M36	M36.002	metallo	False	True	19.0	False	False	True	False				False
F61BA062_014850-T1	MER0001400	44.118	1.41e-78	249.0	M36	M36.001	metallo	False	True	20.0	False	False	True	False				False
F61BA062_002367-T1	MER0006285	40.267	2.22e-78	250.0	M36	M36.002	metallo	False	True	29.0	False	False	True	True	BSLG_010867	8.0	0.0	False
F61BA062_003443-T1	MER0001400	44.981	4.82e-78	248.0	M36	M36.001	metallo	False	True	29.0	False	False	True	False				False
F61BA062_007012-T1	MER0001400	41.667	6.16e-78	249.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_007430-T1	MER0006285	39.785	1.03e-77	249.0	M36	M36.002	metallo	False	True	38.0	False	False	True	False				False
F61BA062_010557-T1	MER0001400	43.214	1.27e-77	247.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_016430-T1	MER0001400	42.96	2.3e-77	246.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010862	2.0	0.0	False
F61BA062_008174-T1	MER0006285	39.842	3.39e-77	246.0	M36	M36.002	metallo	False	True	19.0	False	False	True	False				False
F61BA062_003462-T1	MER0001400	43.116	3.57e-77	246.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_013262-T1	MER0001400	41.007	3.74e-77	246.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_010629-T1	MER0001400	43.636	4.86e-77	246.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010856	0.0	0.0	False
F61BA062_008624-T1	MER0001400	42.446	5.0700000000000004e-77	246.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010792	1.0	0.0	False
F61BA062_010617-T1	MER0001400	43.571	5.24e-77	246.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_006167-T1	MER0001400	41.617	7.7e-77	246.0	M36	M36.001	metallo	False	True	29.0	False	False	True	False				False
F61BA062_006168-T1	MER0001400	41.617	8.24e-77	246.0	M36	M36.001	metallo	False	True	29.0	False	False	True	False				False
F61BA062_007009-T1	MER0001400	42.857	3.6e-76	244.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_007517-T1	MER0001400	42.254	4.14e-76	244.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_018450-T1	MER0001400	42.086	5.13e-76	243.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_008238-T1	MER0001400	40.556	5.36e-76	243.0	M36	M36.001	metallo	False	True	29.0	False	False	True	False				False
F61BA062_000439-T1	MER0001400	42.391	7.1e-76	242.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010694	4.0	0.0	False
F61BA062_007514-T1	MER0001400	41.367	8.12e-76	242.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_009141-T1	MER0001400	41.176	2.19e-75	243.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_015181-T1	MER0001400	41.786	2.5e-75	240.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010802	5.0	0.0	False
F61BA062_009109-T1	MER0001400	41.367	2.91e-75	240.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_009138-T1	MER0001400	41.304	3.38e-75	241.0	M36	M36.001	metallo	False	True	20.0	False	False	True	True	BSLG_010813	1.0	0.0	False
F61BA062_016886-T1	MER0001400	42.5	3.72e-75	241.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010743	0.0	0.0	False
F61BA062_012874-T1	MER0006285	39.2	5.610000000000001e-75	240.0	M36	M36.002	metallo	False	True	29.0	False	False	True	False				False
F61BA062_013102-T1	MER0001400	41.367	1.18e-74	240.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010727	0.0	0.0	False
F61BA062_015870-T1	MER0001400	42.164	1.72e-74	239.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010740	2.0	0.0	False
F61BA062_008142-T1	MER0001400	42.754	3.32e-74	239.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_018365-T1	MER0001400	40.659	9.48e-74	236.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010866	1.0	0.0	False
F61BA062_018366-T1	MER0001400	40.58	1.77e-73	236.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010756	0.0	0.0	False
F61BA062_015184-T1	MER0001400	41.007	1.8300000000000003e-73	236.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010767	11.0	0.0	False
F61BA062_012405-T1	MER0001400	46.825	3.16e-73	235.0	M36	M36.001	metallo	False	True	29.0	False	False	True	True	BSLG_010811	4.0	0.0	False
F61BA062_015763-T1	MER0001400	42.857	5.61e-73	236.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_015188-T1	MER0001400	41.007	1.14e-72	235.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_012871-T1	MER0006285	39.257	1.37e-72	234.0	M36	M36.002	metallo	False	True	19.0	False	False	True	False				False
F61BA062_017517-T1	MER0001400	42.014	4.87e-72	232.0	M36	M36.001	metallo	False	True	29.0	False	False	True	False				False
F61BA062_018397-T1	MER0001400	39.928	6.130000000000001e-72	229.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_010366-T1	MER0001400	41.007	6.950000000000001e-72	229.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_010324-T1	MER0001400	39.928	1.5e-71	231.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_012247-T1	MER0001400	43.82	2.28e-71	231.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_005815-T1	MER0006285	40.07	4.08e-71	229.0	M36	M36.002	metallo	False	True	19.0	False	False	True	True	BSLG_010697	1.0	0.0	False
F61BA062_007505-T1	MER0001400	41.007	4.73e-71	230.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010771	4.0	0.0	False
F61BA062_017363-T1	MER0001400	40.647	7.42e-71	229.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_005868-T1	MER0001400	41.481	5.14e-70	228.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
